jan_rev,feb_rev,mar_rev
1115846,226957,338068
1115847,226958,338069
1115848,226959,338070
1115849,226960,338071
1115850,226961,338072
1115851,226962,338073
1115852,226963,338074
1115853,226964,338075
1115854,226965,338076
1115855,226966,338077
1115856,226967,338078
1115857,226968,338079
1115858,226969,338080
1115859,226970,338081
1115860,226971,338082
1115861,226972,338083
1115862,226973,338084
1115863,226974,338085
1115864,226975,338086
1115865,226976,338087
1115866,226977,338088
1115867,226978,338089
1115868,226979,338090
1115869,226980,338091
1115870,226981,338092
1115871,226982,338093
1115872,226983,338094
1115873,226984,338095
1115874,226985,338096
1115875,226986,338097
1115876,226987,338098
1115877,226988,338099
1115878,226989,338100
1115879,226990,338101
1115880,226991,338102
1115881,226992,338103
1115882,226993,338104
1115883,226994,338105
1115884,226995,338106
1115885,226996,338107
1115886,226997,338108
1115887,226998,338109
1115888,226999,338110
1115889,227000,338111
1115890,227001,338112
1115891,227002,338113
1115892,227003,338114
1115893,227004,338115
1115894,227005,338116
1115895,227006,338117
1115896,227007,338118
1115897,227008,338119
1115898,227009,338120
1115899,227010,338121
1115900,227011,338122
1115901,227012,338123
1115902,227013,338124
1115903,227014,338125
1115904,227015,338126
1115905,227016,338127
1115906,227017,338128
1115907,227018,338129
1115908,227019,338130
1115909,227020,338131
1115910,227021,338132
1115911,227022,338133
1115912,227023,338134
1115913,227024,338135
1115914,227025,338136
1115915,227026,338137
1115916,227027,338138
1115917,227028,338139
1115918,227029,338140
1115919,227030,338141
1115920,227031,338142
1115921,227032,338143
1115922,227033,338144
1115923,227034,338145
1115924,227035,338146
1115925,227036,338147
1115926,227037,338148
1115927,227038,338149
1115928,227039,338150
1115929,227040,338151
1115930,227041,338152
1115931,227042,338153
1115932,227043,338154
1115933,227044,338155
1115934,227045,338156
1115935,227046,338157
1115936,227047,338158
1115937,227048,338159
1115938,227049,338160
1115939,227050,338161
1115940,227051,338162
1115941,227052,338163
1115942,227053,338164
1115943,227054,338165
1115944,227055,338166
1115945,227056,338167
1115946,227057,338168
1115947,227058,338169
1115948,227059,338170
1115949,227060,338171
1115950,227061,338172
1115951,227062,338173
1115952,227063,338174
1115953,227064,338175
1115954,227065,338176
1115955,227066,338177
1115956,227067,338178
1115957,227068,338179
1115958,227069,338180
1115959,227070,338181
1115960,227071,338182
1115961,227072,338183
1115962,227073,338184
1115963,227074,338185
1115964,227075,338186
1115965,227076,338187
1115966,227077,338188
1115967,227078,338189
1115968,227079,338190
1115969,227080,338191
1115970,227081,338192
1115971,227082,338193
1115972,227083,338194
1115973,227084,338195
1115974,227085,338196
1115975,227086,338197
1115976,227087,338198
1115977,227088,338199
1115978,227089,338200
1115979,227090,338201
1115980,227091,338202
1115981,227092,338203
1115982,227093,338204
1115983,227094,338205
1115984,227095,338206
1115985,227096,338207
1115986,227097,338208
1115987,227098,338209
1115988,227099,338210
1115989,227100,338211
1115990,227101,338212
1115991,227102,338213
1115992,227103,338214
1115993,227104,338215
1115994,227105,338216
1115995,227106,338217
1115996,227107,338218
1115997,227108,338219
1115998,227109,338220
1115999,227110,338221
1116000,227111,338222
1116001,227112,338223
1116002,227113,338224
1116003,227114,338225
1116004,227115,338226
1116005,227116,338227
1116006,227117,338228
1116007,227118,338229
1116008,227119,338230
1116009,227120,338231
1116010,227121,338232
1116011,227122,338233
1116012,227123,338234
1116013,227124,338235
1116014,227125,338236
1116015,227126,338237
1116016,227127,338238
1116017,227128,338239
1116018,227129,338240
1116019,227130,338241
1116020,227131,338242
1116021,227132,338243
1116022,227133,338244
1116023,227134,338245
1116024,227135,338246
1116025,227136,338247
1116026,227137,338248
1116027,227138,338249
1116028,227139,338250
1116029,227140,338251
1116030,227141,338252
1116031,227142,338253
1116032,227143,338254
1116033,227144,338255
1116034,227145,338256
1116035,227146,338257
1116036,227147,338258
1116037,227148,338259
1116038,227149,338260
1116039,227150,338261
1116040,227151,338262
1116041,227152,338263
1116042,227153,338264
1116043,227154,338265
1116044,227155,338266
1116045,227156,338267
1116046,227157,338268
1116047,227158,338269
1116048,227159,338270
1116049,227160,338271
1116050,227161,338272
1116051,227162,338273
1116052,227163,338274
1116053,227164,338275
1116054,227165,338276
1116055,227166,338277
1116056,227167,338278
1116057,227168,338279
1116058,227169,338280
1116059,227170,338281
1116060,227171,338282
1116061,227172,338283
1116062,227173,338284
1116063,227174,338285
1116064,227175,338286
1116065,227176,338287
1116066,227177,338288
1116067,227178,338289
1116068,227179,338290
1116069,227180,338291
1116070,227181,338292
1116071,227182,338293
1116072,227183,338294
1116073,227184,338295
1116074,227185,338296
1116075,227186,338297
1116076,227187,338298
1116077,227188,338299
1116078,227189,338300
1116079,227190,338301
1116080,227191,338302
1116081,227192,338303
1116082,227193,338304
1116083,227194,338305
1116084,227195,338306
1116085,227196,338307
1116086,227197,338308
1116087,227198,338309
1116088,227199,338310
1116089,227200,338311
1116090,227201,338312
1116091,227202,338313
1116092,227203,338314
1116093,227204,338315
1116094,227205,338316
1116095,227206,338317
1116096,227207,338318
1116097,227208,338319
1116098,227209,338320
1116099,227210,338321
1116100,227211,338322
1116101,227212,338323
1116102,227213,338324
1116103,227214,338325
1116104,227215,338326
1116105,227216,338327
1116106,227217,338328
1116107,227218,338329
1116108,227219,338330
1116109,227220,338331
1116110,227221,338332
1116111,227222,338333
1116112,227223,338334
1116113,227224,338335
1116114,227225,338336
1116115,227226,338337
1116116,227227,338338
1116117,227228,338339
1116118,227229,338340
1116119,227230,338341
1116120,227231,338342
1116121,227232,338343
1116122,227233,338344
1116123,227234,338345
1116124,227235,338346
1116125,227236,338347
1116126,227237,338348
1116127,227238,338349
1116128,227239,338350
1116129,227240,338351
1116130,227241,338352
1116131,227242,338353
1116132,227243,338354
1116133,227244,338355
1116134,227245,338356
1116135,227246,338357
1116136,227247,338358
1116137,227248,338359
1116138,227249,338360
1116139,227250,338361
1116140,227251,338362
1116141,227252,338363
1116142,227253,338364
1116143,227254,338365
1116144,227255,338366
1116145,227256,338367
1116146,227257,338368
1116147,227258,338369
1116148,227259,338370
1116149,227260,338371
1116150,227261,338372
1116151,227262,338373
1116152,227263,338374
1116153,227264,338375
1116154,227265,338376
1116155,227266,338377
1116156,227267,338378
1116157,227268,338379
1116158,227269,338380
1116159,227270,338381
1116160,227271,338382
1116161,227272,338383
1116162,227273,338384
1116163,227274,338385
1116164,227275,338386
1116165,227276,338387
1116166,227277,338388
1116167,227278,338389
1116168,227279,338390
1116169,227280,338391
1116170,227281,338392
1116171,227282,338393
1116172,227283,338394
1116173,227284,338395
1116174,227285,338396
1116175,227286,338397
1116176,227287,338398
1116177,227288,338399
1116178,227289,338400
1116179,227290,338401
1116180,227291,338402
1116181,227292,338403
1116182,227293,338404
1116183,227294,338405
1116184,227295,338406
1116185,227296,338407
1116186,227297,338408
1116187,227298,338409
1116188,227299,338410
1116189,227300,338411
1116190,227301,338412
1116191,227302,338413
1116192,227303,338414
1116193,227304,338415
1116194,227305,338416
1116195,227306,338417
1116196,227307,338418
1116197,227308,338419
1116198,227309,338420
1116199,227310,338421
1116200,227311,338422
1116201,227312,338423
1116202,227313,338424
1116203,227314,338425
1116204,227315,338426
1116205,227316,338427
1116206,227317,338428
1116207,227318,338429
1116208,227319,338430
1116209,227320,338431
1116210,227321,338432
1116211,227322,338433
1116212,227323,338434
1116213,227324,338435
1116214,227325,338436
1116215,227326,338437
1116216,227327,338438
1116217,227328,338439
1116218,227329,338440
1116219,227330,338441
1116220,227331,338442
1116221,227332,338443
1116222,227333,338444
1116223,227334,338445
1116224,227335,338446
1116225,227336,338447
1116226,227337,338448
1116227,227338,338449
1116228,227339,338450
1116229,227340,338451
1116230,227341,338452
1116231,227342,338453
1116232,227343,338454
1116233,227344,338455
1116234,227345,338456
1116235,227346,338457
1116236,227347,338458
1116237,227348,338459
1116238,227349,338460
1116239,227350,338461
1116240,227351,338462
1116241,227352,338463
1116242,227353,338464
1116243,227354,338465
1116244,227355,338466
1116245,227356,338467
1116246,227357,338468
1116247,227358,338469
1116248,227359,338470
1116249,227360,338471
1116250,227361,338472
1116251,227362,338473
1116252,227363,338474
1116253,227364,338475
1116254,227365,338476
1116255,227366,338477
1116256,227367,338478
1116257,227368,338479
1116258,227369,338480
1116259,227370,338481
1116260,227371,338482
1116261,227372,338483
1116262,227373,338484
1116263,227374,338485
1116264,227375,338486
1116265,227376,338487
1116266,227377,338488
1116267,227378,338489
1116268,227379,338490
1116269,227380,338491
1116270,227381,338492
1116271,227382,338493
1116272,227383,338494
1116273,227384,338495
1116274,227385,338496
1116275,227386,338497
1116276,227387,338498
1116277,227388,338499
1116278,227389,338500
1116279,227390,338501
1116280,227391,338502
1116281,227392,338503
1116282,227393,338504
1116283,227394,338505
1116284,227395,338506
1116285,227396,338507
1116286,227397,338508
1116287,227398,338509
1116288,227399,338510
1116289,227400,338511
1116290,227401,338512
1116291,227402,338513
1116292,227403,338514
1116293,227404,338515
1116294,227405,338516
1116295,227406,338517
1116296,227407,338518
1116297,227408,338519
1116298,227409,338520
1116299,227410,338521
1116300,227411,338522
1116301,227412,338523
1116302,227413,338524
1116303,227414,338525
1116304,227415,338526
1116305,227416,338527
1116306,227417,338528
1116307,227418,338529
1116308,227419,338530
1116309,227420,338531
1116310,227421,338532
1116311,227422,338533
1116312,227423,338534
1116313,227424,338535
1116314,227425,338536
1116315,227426,338537
1116316,227427,338538
1116317,227428,338539
1116318,227429,338540
1116319,227430,338541
1116320,227431,338542
1116321,227432,338543
1116322,227433,338544
1116323,227434,338545
1116324,227435,338546
1116325,227436,338547
1116326,227437,338548
1116327,227438,338549
1116328,227439,338550
1116329,227440,338551
1116330,227441,338552
1116331,227442,338553
1116332,227443,338554
1116333,227444,338555
1116334,227445,338556
1116335,227446,338557
1116336,227447,338558
1116337,227448,338559
1116338,227449,338560
1116339,227450,338561
1116340,227451,338562
1116341,227452,338563
1116342,227453,338564
1116343,227454,338565
1116344,227455,338566
1116345,227456,338567
1116346,227457,338568
1116347,227458,338569
1116348,227459,338570
1116349,227460,338571
1116350,227461,338572
1116351,227462,338573
1116352,227463,338574
1116353,227464,338575
1116354,227465,338576
1116355,227466,338577
1116356,227467,338578
1116357,227468,338579
1116358,227469,338580
1116359,227470,338581
1116360,227471,338582
1116361,227472,338583
1116362,227473,338584
1116363,227474,338585
1116364,227475,338586
1116365,227476,338587
1116366,227477,338588
1116367,227478,338589
1116368,227479,338590
1116369,227480,338591
1116370,227481,338592
1116371,227482,338593
1116372,227483,338594
1116373,227484,338595
1116374,227485,338596
1116375,227486,338597
1116376,227487,338598
1116377,227488,338599
1116378,227489,338600
1116379,227490,338601
1116380,227491,338602
1116381,227492,338603
1116382,227493,338604
1116383,227494,338605
1116384,227495,338606
1116385,227496,338607
1116386,227497,338608
1116387,227498,338609
1116388,227499,338610
1116389,227500,338611
1116390,227501,338612
1116391,227502,338613
1116392,227503,338614
1116393,227504,338615
1116394,227505,338616
1116395,227506,338617
1116396,227507,338618
1116397,227508,338619
1116398,227509,338620
1116399,227510,338621
1116400,227511,338622
1116401,227512,338623
1116402,227513,338624
1116403,227514,338625
1116404,227515,338626
